book_id,book_title,book_author,publication_year,classification_level_1,classification_level_2,classification_level_3
1335,A change of culture ,"Dunn, Ross.",1994,Technology,Management & auxiliary services,General management
1336,A charter for public libraries ,Library Association.,1993,"Computer science, information & general works",Library & information sciences,General libraries
1337,A child's journey through placement,"Fahlberg, Vera.",2012,Social sciences,Social problems & services; associations,Social welfare problems & services
1338,A child's journey through placement ,"Fahlberg, Vera.",1991,Social sciences,Social problems & services; associations,Social welfare problems & services
1339,A choice selection.,Scottish Arts Council.,1975,The arts; fine & decorative arts,Arts,"Historical, geographic & persons treatment"
1340,A chronology of librarianship.,"Smith, Josephine Metcalfe.",1968,"Computer science, information & general works",Library & information sciences,Library & information sciences
1341,A climate of justice : an ethical foundation for environmentalism ,"Brown, Marvin T., 1943- author.",2022,Philosophy & psychology,Ethics,Other ethical norms
1342,A clinical guide to pediatric infectious disease ,"Janner, Donald.",2005,Technology,Medicine & health,"Gynecology, obstetrics, pediatrics & geriatrics"
1343,A code of ethics for social work : the second step ,British Association of Social Workers.,1985,Philosophy & psychology,Ethics,Occupational ethics
1344,A colour atlas of hand conditions ,"Conolly, W. Bruce.",1980,Technology,Medicine & health,Surgery & related medical specialties
1345,A colour atlas of life before birth : normal fetal development ,"England, Marjorie A.",1983,Technology,Medicine & health,"Human anatomy, cytology & histology"
1346,A Colour atlas of paediatrics ,"Dynski-Klein, Martha.",1975,Technology,Medicine & health,"Gynecology, obstetrics, pediatrics & geriatrics"
1347,A colour atlas of physical signs in general medicine ,"Zatouroff, M. (Michael).",1976,Technology,Medicine & health,Diseases
1348,A colour atlas of stroke : cerebrovascular disease and its management ,"Kamal, Asif.",1987,Technology,Medicine & health,Diseases
1349,A colour guide to cheese and fermented milks ,"Robinson, R K (Richard Kenneth).",1995,Technology,Agriculture & related technologies,Processing dairy & related products
1350,A colouratlas of osteoporosis ,"Aloia, John F.",1993,Technology,Medicine & health,Diseases
1351,A common purpose : recovery in future mental health services ,Care Services Improvement Partnership.,2007,Technology,Medicine & health,Diseases
1352,A compact capstone course in classical calculus ,"Mercer, Peter R.",2023,Natural Sciences and Mathemetics,Mathematics,Analysis
1353,A compact course on linear PDEs ,"Valli, A. 1953- author. (Alberto),",2023,Natural Sciences and Mathemetics,Mathematics,Analysis
1354,A compact course on linear PDEs ,"Valli, A. 1953- author. (Alberto),",2020,Natural Sciences and Mathemetics,Mathematics,Analysis
1355,"A companion guide to architecture in Ireland, 1837-1921 ","Williams, Jeremy.",1994,The arts; fine & decorative arts,Architecture,Architecture
1356,"A companion to qualitative research : paradigms, theories, methods, practice and contexts ","Kardorff, Ernst von, 1950- author.",2004,Social sciences,"Social sciences, sociology & anthropology",Social sciences
1357,A companion to reality television ,"Ouellette, Laurie.",2013,The arts; fine & decorative arts,Recreational & performing arts,Public performances
1358,A comparative guide to standard form construction and engineering contracts ,"Close, Jon, author.",2017,Technology,Engineering & allied operations,Civil engineering
1359,A comparative study of representative systems ,"Zhou, Yezhong, author.",2024,Social sciences,Law,Constitutional & administrative law
1360,A compendium of solid state theory ,"Ba?nyai, Ladislaus Alexander, author.",2018,Natural Sciences and Mathemetics,Physics,Physics
1361,"A compilation of paintings on the normal and pathologic anatomy of the digestive system with a supplement of structure, metabolism, diagnostic and surgical procedures associated with certain liver diseases","Netter, Frank H. 1906-1991. (Frank Henry),",1964,Technology,Medicine & health,Human physiology
1362,A complementary therapy practice : a practical guide ,"Hinks, Viv.",2000,Technology,Medicine & health,Pharmacology & therapeutics
1363,"A complete account,illustrated by measured drawings of the buldings erected in Northamptonshire by Sir Thomas Tresham... ","Gotch, J Alfred.",1883,The arts; fine & decorative arts,Architecture,Architecture
1364,A complete AutoCAD databook ,"Hill, A E.",1989,Technology,Engineering & allied operations,Engineering & allied operations
1365,A complete course on theoretical physics : from classical mechanics to advanced quantum statistics ,"Lindner, Albrecht, author.",2018,Natural Sciences and Mathemetics,Physics,Physics
1366,A complete guide to gene cloning : from basic to advanced ,"Patil, Nayana, author.",2022,Technology,Chemical engineering,Chemical engineering
1367,A complete guide to quality in small-scale wine making ,"Considine, J. A., author.",2023,Technology,Chemical engineering,Beverage technology
1368,A comprehensive textbook on metric spaces ,"Kainth, Surinder Pal Singh.",2023,Natural Sciences and Mathemetics,Mathematics,Topology
1369,A conception of teaching ,"Gage, N. L. 1917-2008. (Nathaniel Lees),",2009,Social sciences,Education,Schools & their activities; special education
1370,A concise dictionary of paleontology ,"Carlton, Robert L. 1939- author. (Robert Lloyd),",2018,Natural Sciences and Mathemetics,Paleontology; paleozoology,Paleontology; paleozoology
1371,A concise guide to endodontic procedures ,"Murray, Peter, author.",2014,Technology,Medicine & health,Surgery & related medical specialties
1372,A concise guide to nuclear medicine ,"Elgazzar, Abdelhamid H., 1949-",2011,Technology,Medicine & health,Diseases
1373,A concise guide to personality disorders ,"Paris, Joel, 1940- author.",2015,Technology,Medicine & health,Diseases
1374,A concise introduction to econometrics : an intuitive guide,"Franses, Philip Hans, 1963-",2002,Social sciences,Economics,Economics
1375,A concise introduction to engineering economics,"Cassimatis, Peter J., 1930-",1992,Technology,Management & auxiliary services,General management
1376,A concise introduction to mechanics of rigid bodies : multidisciplinary engineering ,"Huang, L. author. (Loulin),",2017,Natural Sciences and Mathemetics,Physics,Classical mechanics; solid mechanics
1377,A contractor's guide to the JCT standard form of building contract (JCT 80) ,"Powell-Smith, Vincent.",1988,Technology,Buildings,Auxiliary construction practices
1378,A convenient truth : a better society for us and the planet ,"Wilkinson, Richard G.",2014,Social sciences,Social problems & services; associations,Other social problems & services
1379,"A country merchant, 1495-1520 trading and farming at the end of the Middle Ages ","Dyer, Christopher, 1944-",2012,Social sciences,"Commerce, communications & transportation",Commerce
1380,A couple of ways of doing something ,"Holman, Bob, 1948-",2006,Literature & rhetoric,American literature in English,American poetry in English
1381,A course in complex analysis : from basic results to advanced topics ,"Fischer, Wolfgang, 1936-",2012,Natural Sciences and Mathemetics,Mathematics,Analysis
1382,A course in mathematical logic for mathematicians ,"Manin, I?U?. I.",2010,Natural Sciences and Mathemetics,Mathematics,General principles of mathematics
1383,A course on integral equations with numerical analysis : advanced numerical analysis ,"Allahviranloo, Tofigh, author.",2022,Natural Sciences and Mathemetics,Mathematics,Analysis
1384,A course on plasticity theory ,"Steigmann, David J., author.",2023,Natural Sciences and Mathemetics,Physics,Classical mechanics; solid mechanics
1385,A course on rough paths : with an introduction to regularity structures ,"Friz, Peter K., 1974- author.",2014,Natural Sciences and Mathemetics,Mathematics,Probabilities & applied mathematics
1386,"A course on small area estimation and mixed models : methods, theory and applications in R ","Morales, Domingo, author.",2021,Natural Sciences and Mathemetics,Mathematics,Probabilities & applied mathematics
1387,A course on tug-of-war games with random noise : introduction and basic constructions ,"Lewicka, Marta.",2020,Natural Sciences and Mathemetics,Mathematics,Analysis
1388,A crack in the rear-view mirror : a view of industrialized building ,"Bender, Richard.",1973,Technology,Buildings,Specific materials & purposes
1389,A creative guide to knitted lace ,"Eaton, Jan.",1994,The arts; fine & decorative arts,Drawing & decorative arts,Textile arts
1390,A critical history of children's literature : a survey of children's books in English from earliest times to the present ,"Meigs, Cornelia, 1884-1973.",1953,"Computer science, information & general works",Library & information sciences,Reading & use of other information media
